O*NET-SOC Code,Element Name,Scale ID,Data Value,Recommend Suppress,Not Relevant
29-1021.00,Coordination,LV,4,N,N
29-1021.00,Persuasion,IM,3.75,N,
29-1021.00,Persuasion,LV,3.88,N,N
29-1021.00,Negotiation,IM,3.12,N,
29-1021.00,Negotiation,LV,3.12,N,N
29-1021.00,Instructing,IM,3.25,N,
29-1021.00,Instructing,LV,3.88,N,N
29-1021.00,Service Orientation,IM,3.88,N,
29-1021.00,Service Orientation,LV,3.75,N,N
29-1021.00,Complex Problem Solving,IM,4,N,
29-1021.00,Complex Problem Solving,LV,4.12,N,N
29-1021.00,Operations Analysis,IM,2.38,N,
29-1021.00,Operations Analysis,LV,2.38,N,N
29-1021.00,Technology Design,IM,2,N,
29-1021.00,Technology Design,LV,2.12,N,N
29-1021.00,Equipment Selection,IM,2.38,N,
29-1021.00,Equipment Selection,LV,2.12,N,N
29-1021.00,Installation,IM,1.25,N,
29-1021.00,Installation,LV,0.38,N,Y
29-1021.00,Programming,IM,1.62,N,
29-1021.00,Programming,LV,0.75,N,N
29-1021.00,Operations Monitoring,IM,2.75,N,
29-1021.00,Operations Monitoring,LV,2.62,N,N
29-1021.00,Operation and Control,IM,2.88,N,
29-1021.00,Operation and Control,LV,2.88,N,N
29-1021.00,Equipment Maintenance,IM,1.5,N,
29-1021.00,Equipment Maintenance,LV,0.88,N,N
29-1021.00,Troubleshooting,IM,2,N,
29-1021.00,Troubleshooting,LV,1.5,N,N
29-1021.00,Repairing,IM,1.38,N,
29-1021.00,Repairing,LV,0.62,N,N
29-1021.00,Quality Control Analysis,IM,2.75,N,
29-1021.00,Quality Control Analysis,LV,2.75,N,N
29-1021.00,Judgment and Decision Making,IM,4.12,N,
29-1021.00,Judgment and Decision Making,LV,4.12,N,N
29-1021.00,Systems Analysis,IM,2.88,N,
29-1021.00,Systems Analysis,LV,3,N,N
29-1021.00,Systems Evaluation,IM,2.75,N,
29-1021.00,Systems Evaluation,LV,3,N,N
29-1021.00,Time Management,IM,3.88,N,
29-1021.00,Time Management,LV,4,N,N
29-1021.00,Management of Financial Resources,IM,3,N,
29-1021.00,Management of Financial Resources,LV,3,N,N
29-1021.00,Management of Material Resources,IM,3,N,
29-1021.00,Management of Material Resources,LV,3,N,N
29-1021.00,Management of Personnel Resources,IM,3.5,N,
29-1021.00,Management of Personnel Resources,LV,3.75,N,N
29-1022.00,Reading Comprehension,IM,4,N,
29-1022.00,Reading Comprehension,LV,5.25,N,N
29-1022.00,Active Listening,IM,3.88,N,
29-1022.00,Active Listening,LV,4,N,N
29-1022.00,Writing,IM,3.5,N,
29-1022.00,Writing,LV,3.88,N,N
29-1022.00,Speaking,IM,3.88,N,
29-1022.00,Speaking,LV,4.12,N,N
29-1022.00,Mathematics,IM,2.62,N,
29-1022.00,Mathematics,LV,2.75,N,N
29-1022.00,Science,IM,3.5,N,
29-1022.00,Science,LV,3.88,N,N
29-1022.00,Critical Thinking,IM,4,N,
29-1022.00,Critical Thinking,LV,4.75,N,N
29-1022.00,Active Learning,IM,3.88,N,
29-1022.00,Active Learning,LV,4.5,N,N
29-1022.00,Learning Strategies,IM,2.88,N,
29-1022.00,Learning Strategies,LV,3.38,N,N
29-1022.00,Monitoring,IM,3.88,N,
29-1022.00,Monitoring,LV,3.88,N,N
29-1022.00,Social Perceptiveness,IM,3.75,N,
29-1022.00,Social Perceptiveness,LV,3.88,N,N
29-1022.00,Coordination,IM,3.62,N,
29-1022.00,Coordination,LV,3.5,N,N
29-1022.00,Persuasion,IM,2.75,N,
29-1022.00,Persuasion,LV,3.25,N,N
29-1022.00,Negotiation,IM,2.62,N,
29-1022.00,Negotiation,LV,2.75,N,N
29-1022.00,Instructing,IM,2.88,N,
29-1022.00,Instructing,LV,3.5,N,N
29-1022.00,Service Orientation,IM,3.25,N,
29-1022.00,Service Orientation,LV,3.88,N,N
29-1022.00,Complex Problem Solving,IM,4.12,N,
29-1022.00,Complex Problem Solving,LV,4.38,N,N
29-1022.00,Operations Analysis,IM,3.12,N,
29-1022.00,Operations Analysis,LV,3.38,N,N
29-1022.00,Technology Design,IM,2,N,
29-1022.00,Technology Design,LV,1.88,N,N
29-1022.00,Equipment Selection,IM,2.12,N,
29-1022.00,Equipment Selection,LV,1.88,N,N
29-1022.00,Installation,IM,1,N,
29-1022.00,Installation,LV,0,N,Y
29-1022.00,Programming,IM,1.5,N,
29-1022.00,Programming,LV,0.5,N,N
29-1022.00,Operations Monitoring,IM,2.75,N,
29-1022.00,Operations Monitoring,LV,2.38,N,N
29-1022.00,Operation and Control,IM,2.88,N,
29-1022.00,Operation and Control,LV,3,N,N
29-1022.00,Equipment Maintenance,IM,1.88,N,
29-1022.00,Equipment Maintenance,LV,1.38,N,N
29-1022.00,Troubleshooting,IM,1.88,N,
29-1022.00,Troubleshooting,LV,1.5,N,N
29-1022.00,Repairing,IM,1.88,N,
29-1022.00,Repairing,LV,1.25,N,N
29-1022.00,Quality Control Analysis,IM,2.75,N,
29-1022.00,Quality Control Analysis,LV,2.62,N,N
29-1022.00,Judgment and Decision Making,IM,4.12,N,
29-1022.00,Judgment and Decision Making,LV,4.12,N,N
29-1022.00,Systems Analysis,IM,3.25,N,
29-1022.00,Systems Analysis,LV,3.25,N,N
29-1022.00,Systems Evaluation,IM,3,N,
29-1022.00,Systems Evaluation,LV,3.5,N,N
29-1022.00,Time Management,IM,3.38,N,
29-1022.00,Time Management,LV,3.25,N,N
29-1022.00,Management of Financial Resources,IM,2,N,
29-1022.00,Management of Financial Resources,LV,1.5,N,N
29-1022.00,Management of Material Resources,IM,2,N,
29-1022.00,Management of Material Resources,LV,1.5,N,N
29-1022.00,Management of Personnel Resources,IM,2.75,N,
29-1022.00,Management of Personnel Resources,LV,3.12,N,N
29-1023.00,Reading Comprehension,IM,3.88,N,
29-1023.00,Reading Comprehension,LV,4.12,N,N
29-1023.00,Active Listening,IM,4,N,
29-1023.00,Active Listening,LV,4,N,N
29-1023.00,Writing,IM,3.38,N,
29-1023.00,Writing,LV,4,N,N
29-1023.00,Speaking,IM,4,N,
29-1023.00,Speaking,LV,4,N,N
29-1023.00,Mathematics,IM,2.12,N,
29-1023.00,Mathematics,LV,2.62,N,N
29-1023.00,Science,IM,3.38,N,
29-1023.00,Science,LV,3.5,N,N
29-1023.00,Critical Thinking,IM,4,N,
29-1023.00,Critical Thinking,LV,4,N,N
29-1023.00,Active Learning,IM,3.75,N,
29-1023.00,Active Learning,LV,4,N,N
29-1023.00,Learning Strategies,IM,3.25,N,
29-1023.00,Learning Strategies,LV,3.5,N,N
29-1023.00,Monitoring,IM,4,N,
29-1023.00,Monitoring,LV,4,N,N
29-1023.00,Social Perceptiveness,IM,3.88,N,
29-1023.00,Social Perceptiveness,LV,3.88,N,N
29-1023.00,Coordination,IM,3.88,N,
29-1023.00,Coordination,LV,3.88,N,N
29-1023.00,Persuasion,IM,3.25,N,
29-1023.00,Persuasion,LV,3.25,N,N
29-1023.00,Negotiation,IM,3,N,
29-1023.00,Negotiation,LV,3,N,N
29-1023.00,Instructing,IM,3.25,N,
29-1023.00,Instructing,LV,3.62,N,N
29-1023.00,Service Orientation,IM,3.38,N,
29-1023.00,Service Orientation,LV,3.25,N,N
29-1023.00,Complex Problem Solving,IM,4,N,
29-1023.00,Complex Problem Solving,LV,4,N,N
29-1023.00,Operations Analysis,IM,3,N,
29-1023.00,Operations Analysis,LV,3.62,N,N
29-1023.00,Technology Design,IM,2,N,
29-1023.00,Technology Design,LV,2,N,N
29-1023.00,Equipment Selection,IM,2,N,
29-1023.00,Equipment Selection,LV,1.38,N,N
29-1023.00,Installation,IM,1,N,
29-1023.00,Installation,LV,0,N,Y
29-1023.00,Programming,IM,1.38,N,
29-1023.00,Programming,LV,0.5,N,N
29-1023.00,Operations Monitoring,IM,2.5,N,
29-1023.00,Operations Monitoring,LV,2.75,N,N
29-1023.00,Operation and Control,IM,2.25,N,
29-1023.00,Operation and Control,LV,2,N,N
29-1023.00,Equipment Maintenance,IM,1,N,
29-1023.00,Equipment Maintenance,LV,0,N,Y
29-1023.00,Troubleshooting,IM,2,N,
29-1023.00,Troubleshooting,LV,1.25,N,N
29-1023.00,Repairing,IM,1,N,
29-1023.00,Repairing,LV,0,N,Y
29-1023.00,Quality Control Analysis,IM,2.38,N,
29-1023.00,Quality Control Analysis,LV,2.25,N,N
29-1023.00,Judgment and Decision Making,IM,3.75,N,
29-1023.00,Judgment and Decision Making,LV,3.88,N,N
29-1023.00,Systems Analysis,IM,3,N,
29-1023.00,Systems Analysis,LV,3,N,N
29-1023.00,Systems Evaluation,IM,2.75,N,
29-1023.00,Systems Evaluation,LV,2.88,N,N
29-1023.00,Time Management,IM,3.75,N,
29-1023.00,Time Management,LV,4,N,N
29-1023.00,Management of Financial Resources,IM,2,N,
29-1023.00,Management of Financial Resources,LV,2,N,N
29-1023.00,Management of Material Resources,IM,2.25,N,
29-1023.00,Management of Material Resources,LV,2.25,N,N
29-1023.00,Management of Personnel Resources,IM,3.12,N,
29-1023.00,Management of Personnel Resources,LV,3.25,N,N
29-1024.00,Reading Comprehension,IM,3.62,N,
29-1024.00,Reading Comprehension,LV,3.88,N,N
29-1024.00,Active Listening,IM,4,N,
29-1024.00,Active Listening,LV,4,N,N
29-1024.00,Writing,IM,3.38,N,
29-1024.00,Writing,LV,3.5,N,N
29-1024.00,Speaking,IM,4,N,
29-1024.00,Speaking,LV,4,N,N
29-1024.00,Mathematics,IM,2,N,
29-1024.00,Mathematics,LV,2.62,N,N
29-1024.00,Science,IM,3,N,
29-1024.00,Science,LV,3,N,N
29-1024.00,Critical Thinking,IM,4,N,
29-1024.00,Critical Thinking,LV,4,N,N
29-1024.00,Active Learning,IM,3,N,
29-1024.00,Active Learning,LV,3.25,N,N
29-1024.00,Learning Strategies,IM,2.88,N,
29-1024.00,Learning Strategies,LV,3,N,N
29-1024.00,Monitoring,IM,3.62,N,
29-1024.00,Monitoring,LV,3.75,N,N
29-1024.00,Social Perceptiveness,IM,3.62,N,
29-1024.00,Social Perceptiveness,LV,3.5,N,N
29-1024.00,Coordination,IM,3,N,
29-1024.00,Coordination,LV,3,N,N
29-1024.00,Persuasion,IM,2.88,N,
29-1024.00,Persuasion,LV,3,N,N
29-1024.00,Negotiation,IM,2.75,N,
29-1024.00,Negotiation,LV,2.75,N,N
29-1024.00,Instructing,IM,3.12,N,
29-1024.00,Instructing,LV,3.12,N,N
29-1024.00,Service Orientation,IM,3.12,N,
29-1024.00,Service Orientation,LV,3.25,N,N
29-1024.00,Complex Problem Solving,IM,3.75,N,
29-1024.00,Complex Problem Solving,LV,3.88,N,N
29-1024.00,Operations Analysis,IM,2.88,N,
29-1024.00,Operations Analysis,LV,3.25,N,N
29-1024.00,Technology Design,IM,2,N,
29-1024.00,Technology Design,LV,1.88,N,N
29-1024.00,Equipment Selection,IM,2,N,
29-1024.00,Equipment Selection,LV,1.62,N,N
29-1024.00,Installation,IM,1.25,N,
29-1024.00,Installation,LV,0.25,N,Y
29-1024.00,Programming,IM,1.75,N,
29-1024.00,Programming,LV,0.88,N,N
29-1024.00,Operations Monitoring,IM,2.62,N,
29-1024.00,Operations Monitoring,LV,2.88,N,N
29-1024.00,Operation and Control,IM,2.12,N,
29-1024.00,Operation and Control,LV,2.25,N,N
29-1024.00,Equipment Maintenance,IM,1.88,N,
29-1024.00,Equipment Maintenance,LV,1.12,N,N
29-1024.00,Troubleshooting,IM,2.12,N,
29-1024.00,Troubleshooting,LV,2.12,N,N
29-1024.00,Repairing,IM,1.88,N,
29-1024.00,Repairing,LV,1.12,N,N
29-1024.00,Quality Control Analysis,IM,2.5,N,
29-1024.00,Quality Control Analysis,LV,3,N,N
29-1024.00,Judgment and Decision Making,IM,3.38,N,
29-1024.00,Judgment and Decision Making,LV,3.38,N,N
29-1024.00,Systems Analysis,IM,2.75,N,
29-1024.00,Systems Analysis,LV,2.75,N,N
29-1024.00,Systems Evaluation,IM,2.75,N,
29-1024.00,Systems Evaluation,LV,2.75,N,N
29-1024.00,Time Management,IM,3.25,N,
29-1024.00,Time Management,LV,3.25,N,N
29-1024.00,Management of Financial Resources,IM,2,N,
29-1024.00,Management of Financial Resources,LV,2,N,N
29-1024.00,Management of Material Resources,IM,2.12,N,
29-1024.00,Management of Material Resources,LV,2.12,N,N
29-1024.00,Management of Personnel Resources,IM,3,N,
29-1024.00,Management of Personnel Resources,LV,3,N,N
29-1031.00,Reading Comprehension,IM,4,N,
29-1031.00,Reading Comprehension,LV,4.88,N,N
29-1031.00,Active Listening,IM,4,N,
29-1031.00,Active Listening,LV,4,N,N
29-1031.00,Writing,IM,3.88,N,
29-1031.00,Writing,LV,4.25,N,N
29-1031.00,Speaking,IM,4,N,
29-1031.00,Speaking,LV,4.12,N,N
29-1031.00,Mathematics,IM,3,N,
29-1031.00,Mathematics,LV,3,N,N
29-1031.00,Science,IM,3.25,N,
29-1031.00,Science,LV,3.62,N,N
29-1031.00,Critical Thinking,IM,4,N,
29-1031.00,Critical Thinking,LV,4.12,N,N
29-1031.00,Active Learning,IM,3.62,N,
29-1031.00,Active Learning,LV,4.12,N,N
29-1031.00,Learning Strategies,IM,3.75,N,
29-1031.00,Learning Strategies,LV,4.12,N,N
29-1031.00,Monitoring,IM,3.88,N,
29-1031.00,Monitoring,LV,4.12,N,N
29-1031.00,Social Perceptiveness,IM,4,N,
29-1031.00,Social Perceptiveness,LV,4.25,N,N
29-1031.00,Coordination,IM,3.75,N,
29-1031.00,Coordination,LV,3.88,N,N
29-1031.00,Persuasion,IM,3.38,N,
29-1031.00,Persuasion,LV,4,N,N
29-1031.00,Negotiation,IM,3.12,N,
29-1031.00,Negotiation,LV,3.62,N,N
29-1031.00,Instructing,IM,3.75,N,
29-1031.00,Instructing,LV,3.88,N,N
29-1031.00,Service Orientation,IM,3.88,N,
29-1031.00,Service Orientation,LV,4.12,N,N
29-1031.00,Complex Problem Solving,IM,3.88,N,
29-1031.00,Complex Problem Solving,LV,4.12,N,N
29-1031.00,Operations Analysis,IM,3.12,N,
29-1031.00,Operations Analysis,LV,3.38,N,N
29-1031.00,Technology Design,IM,1.75,N,
29-1031.00,Technology Design,LV,1.25,N,N
29-1031.00,Equipment Selection,IM,1,N,
29-1031.00,Equipment Selection,LV,0,N,Y
29-1031.00,Installation,IM,1,N,
29-1031.00,Installation,LV,0,N,Y
29-1031.00,Programming,IM,1.75,N,
29-1031.00,Programming,LV,1,N,N
29-1031.00,Operations Monitoring,IM,1.88,N,
29-1031.00,Operations Monitoring,LV,1.75,N,N
29-1031.00,Operation and Control,IM,1,N,
29-1031.00,Operation and Control,LV,0,N,Y
29-1031.00,Equipment Maintenance,IM,1,N,
29-1031.00,Equipment Maintenance,LV,0,N,Y
29-1031.00,Troubleshooting,IM,1.5,N,
29-1031.00,Troubleshooting,LV,0.62,N,N
29-1031.00,Repairing,IM,1,N,
29-1031.00,Repairing,LV,0,N,Y
29-1031.00,Quality Control Analysis,IM,2.88,N,
29-1031.00,Quality Control Analysis,LV,3,N,N
29-1031.00,Judgment and Decision Making,IM,4,N,
29-1031.00,Judgment and Decision Making,LV,4,N,N
29-1031.00,Systems Analysis,IM,3.12,N,
29-1031.00,Systems Analysis,LV,3.5,N,N
29-1031.00,Systems Evaluation,IM,3.25,N,
29-1031.00,Systems Evaluation,LV,3.62,N,N
29-1031.00,Time Management,IM,3.25,N,
29-1031.00,Time Management,LV,3.5,N,N
29-1031.00,Management of Financial Resources,IM,2.75,N,
29-1031.00,Management of Financial Resources,LV,3.38,N,N
29-1031.00,Management of Material Resources,IM,2.75,N,
29-1031.00,Management of Material Resources,LV,2.88,N,N
29-1031.00,Management of Personnel Resources,IM,2.88,N,
29-1031.00,Management of Personnel Resources,LV,3.5,N,N
29-1041.00,Reading Comprehension,IM,4.12,N,
29-1041.00,Reading Comprehension,LV,4.88,N,N
29-1041.00,Active Listening,IM,4.12,N,
29-1041.00,Active Listening,LV,4.25,N,N
29-1041.00,Writing,IM,4,N,
29-1041.00,Writing,LV,4,N,N
29-1041.00,Speaking,IM,4,N,
29-1041.00,Speaking,LV,4,N,N
29-1041.00,Mathematics,IM,3,N,
29-1041.00,Mathematics,LV,3,N,N
29-1041.00,Science,IM,3.75,N,
29-1041.00,Science,LV,3.88,N,N
29-1041.00,Critical Thinking,IM,4.12,N,
29-1041.00,Critical Thinking,LV,4.25,N,N
29-1041.00,Active Learning,IM,3.12,N,
29-1041.00,Active Learning,LV,3.88,N,N
29-1041.00,Learning Strategies,IM,3.12,N,
29-1041.00,Learning Strategies,LV,3.12,N,N
29-1041.00,Monitoring,IM,3.25,N,
29-1041.00,Monitoring,LV,3.5,N,N
29-1041.00,Social Perceptiveness,IM,3.88,N,
29-1041.00,Social Perceptiveness,LV,3.88,N,N
29-1041.00,Coordination,IM,3.38,N,
29-1041.00,Coordination,LV,3.5,N,N
29-1041.00,Persuasion,IM,3.25,N,
29-1041.00,Persuasion,LV,3.38,N,N
29-1041.00,Negotiation,IM,3,N,
29-1041.00,Negotiation,LV,3,N,N
29-1041.00,Instructing,IM,3.25,N,
29-1041.00,Instructing,LV,3.25,N,N
29-1041.00,Service Orientation,IM,3.25,N,
29-1041.00,Service Orientation,LV,3.75,N,N
29-1041.00,Complex Problem Solving,IM,3.38,N,
29-1041.00,Complex Problem Solving,LV,3.88,N,N
29-1041.00,Operations Analysis,IM,2.12,N,
29-1041.00,Operations Analysis,LV,2.12,N,N
29-1041.00,Technology Design,IM,1.88,N,
29-1041.00,Technology Design,LV,0.88,N,N
29-1041.00,Equipment Selection,IM,1,N,
29-1041.00,Equipment Selection,LV,0,N,Y
29-1041.00,Installation,IM,1,N,
29-1041.00,Installation,LV,0,N,Y
29-1041.00,Programming,IM,1.88,N,
29-1041.00,Programming,LV,1.12,N,N
29-1041.00,Operations Monitoring,IM,2.12,N,
29-1041.00,Operations Monitoring,LV,2.12,N,N
29-1041.00,Operation and Control,IM,2.25,N,
29-1041.00,Operation and Control,LV,2.25,N,N
29-1041.00,Equipment Maintenance,IM,1,N,
29-1041.00,Equipment Maintenance,LV,0,N,Y
29-1041.00,Troubleshooting,IM,2,N,
29-1041.00,Troubleshooting,LV,1.88,N,N
29-1041.00,Repairing,IM,1,N,
29-1041.00,Repairing,LV,0,N,Y
29-1041.00,Quality Control Analysis,IM,2.5,N,
29-1041.00,Quality Control Analysis,LV,2.88,N,N
29-1041.00,Judgment and Decision Making,IM,3.38,N,
29-1041.00,Judgment and Decision Making,LV,3.88,N,N
29-1041.00,Systems Analysis,IM,3,N,
29-1041.00,Systems Analysis,LV,3.12,N,N
29-1041.00,Systems Evaluation,IM,3,N,
29-1041.00,Systems Evaluation,LV,3.12,N,N
29-1041.00,Time Management,IM,3.25,N,
29-1041.00,Time Management,LV,3.25,N,N
29-1041.00,Management of Financial Resources,IM,2.12,N,
29-1041.00,Management of Financial Resources,LV,2.12,N,N
29-1041.00,Management of Material Resources,IM,2.12,N,
29-1041.00,Management of Material Resources,LV,2.12,N,N
29-1041.00,Management of Personnel Resources,IM,3.12,N,
29-1041.00,Management of Personnel Resources,LV,3.12,N,N
29-1051.00,Reading Comprehension,IM,4,N,
29-1051.00,Reading Comprehension,LV,4.75,N,N
29-1051.00,Active Listening,IM,4,N,
29-1051.00,Active Listening,LV,4.38,N,N
29-1051.00,Writing,IM,3.88,N,
29-1051.00,Writing,LV,4,N,N
29-1051.00,Speaking,IM,4,N,
29-1051.00,Speaking,LV,4.25,N,N
29-1051.00,Mathematics,IM,3.25,N,
29-1051.00,Mathematics,LV,3.25,N,N
29-1051.00,Science,IM,3.38,N,
29-1051.00,Science,LV,3.75,N,N
29-1051.00,Critical Thinking,IM,3.88,N,
29-1051.00,Critical Thinking,LV,4.38,N,N
29-1051.00,Active Learning,IM,3.62,N,
29-1051.00,Active Learning,LV,4.12,N,N
29-1051.00,Learning Strategies,IM,3.12,N,
29-1051.00,Learning Strategies,LV,3.38,N,N
29-1051.00,Monitoring,IM,3.88,N,
29-1051.00,Monitoring,LV,4.5,N,N
29-1051.00,Social Perceptiveness,IM,3.62,N,
29-1051.00,Social Perceptiveness,LV,4,N,N
29-1051.00,Coordination,IM,3.38,N,
29-1051.00,Coordination,LV,3.75,N,N
29-1051.00,Persuasion,IM,2.88,N,
29-1051.00,Persuasion,LV,3.12,N,N
29-1051.00,Negotiation,IM,2.88,N,
29-1051.00,Negotiation,LV,2.88,N,N
29-1051.00,Instructing,IM,3.38,N,
29-1051.00,Instructing,LV,3.75,N,N
29-1051.00,Service Orientation,IM,3.62,N,
29-1051.00,Service Orientation,LV,3.75,N,N
29-1051.00,Complex Problem Solving,IM,3.62,N,
29-1051.00,Complex Problem Solving,LV,3.5,N,N
29-1051.00,Operations Analysis,IM,2.62,N,
29-1051.00,Operations Analysis,LV,2.75,N,N
29-1051.00,Technology Design,IM,1.62,N,
29-1051.00,Technology Design,LV,1,N,N
29-1051.00,Equipment Selection,IM,1.25,N,
29-1051.00,Equipment Selection,LV,0.38,N,Y
29-1051.00,Installation,IM,1,N,
29-1051.00,Installation,LV,0,N,Y
29-1051.00,Programming,IM,1.5,N,
29-1051.00,Programming,LV,0.62,N,N
29-1051.00,Operations Monitoring,IM,2.25,N,
29-1051.00,Operations Monitoring,LV,2,N,N
29-1051.00,Operation and Control,IM,1.5,N,
29-1051.00,Operation and Control,LV,0.62,N,N
29-1051.00,Equipment Maintenance,IM,1,N,
29-1051.00,Equipment Maintenance,LV,0,N,Y
29-1051.00,Troubleshooting,IM,1.75,N,
29-1051.00,Troubleshooting,LV,0.88,N,N
29-1051.00,Repairing,IM,1,N,
29-1051.00,Repairing,LV,0,N,Y
29-1051.00,Quality Control Analysis,IM,2.62,N,
29-1051.00,Quality Control Analysis,LV,2.5,N,N
29-1051.00,Judgment and Decision Making,IM,3.75,N,
29-1051.00,Judgment and Decision Making,LV,3.88,N,N
29-1051.00,Systems Analysis,IM,3,N,
29-1051.00,Systems Analysis,LV,3,N,N
29-1051.00,Systems Evaluation,IM,3,N,
29-1051.00,Systems Evaluation,LV,3.25,N,N
29-1051.00,Time Management,IM,3.62,N,
29-1051.00,Time Management,LV,3.62,N,N
29-1051.00,Management of Financial Resources,IM,2.38,N,
29-1051.00,Management of Financial Resources,LV,2.25,N,N
29-1051.00,Management of Material Resources,IM,2.75,N,
29-1051.00,Management of Material Resources,LV,2.62,N,N
29-1051.00,Management of Personnel Resources,IM,3.38,N,
29-1051.00,Management of Personnel Resources,LV,3.38,N,N
29-1071.00,Reading Comprehension,IM,4.12,N,
29-1071.00,Reading Comprehension,LV,4.75,N,N
29-1071.00,Active Listening,IM,4,N,
29-1071.00,Active Listening,LV,4.12,N,N
29-1071.00,Writing,IM,4,N,
29-1071.00,Writing,LV,4,N,N
29-1071.00,Speaking,IM,4,N,
29-1071.00,Speaking,LV,4,N,N
29-1071.00,Mathematics,IM,3,N,
29-1071.00,Mathematics,LV,3,N,N
29-1071.00,Science,IM,3.62,N,
29-1071.00,Science,LV,3.88,N,N
29-1071.00,Critical Thinking,IM,4.12,N,
29-1071.00,Critical Thinking,LV,4.62,N,N
29-1071.00,Active Learning,IM,3.88,N,
29-1071.00,Active Learning,LV,4.12,N,N
29-1071.00,Learning Strategies,IM,3.12,N,
29-1071.00,Learning Strategies,LV,3.38,N,N
29-1071.00,Monitoring,IM,3.88,N,
29-1071.00,Monitoring,LV,4,N,N
29-1071.00,Social Perceptiveness,IM,4,N,
29-1071.00,Social Perceptiveness,LV,4.12,N,N
29-1071.00,Coordination,IM,3.25,N,
29-1071.00,Coordination,LV,4,N,N
29-1071.00,Persuasion,IM,3.25,N,
29-1071.00,Persuasion,LV,3.5,N,N
29-1071.00,Negotiation,IM,3.12,N,
29-1071.00,Negotiation,LV,3.12,N,N
29-1071.00,Instructing,IM,3.12,N,
29-1071.00,Instructing,LV,4,N,N
29-1071.00,Service Orientation,IM,4,N,
29-1071.00,Service Orientation,LV,4.12,N,N
29-1071.00,Complex Problem Solving,IM,3.88,N,
29-1071.00,Complex Problem Solving,LV,4,N,N
29-1071.00,Operations Analysis,IM,2.62,N,
29-1071.00,Operations Analysis,LV,2.75,N,N
29-1071.00,Technology Design,IM,1.88,N,
29-1071.00,Technology Design,LV,1.12,N,N
29-1071.00,Equipment Selection,IM,1.12,N,
29-1071.00,Equipment Selection,LV,0.25,N,Y
29-1071.00,Installation,IM,1,N,
29-1071.00,Installation,LV,0,N,Y
29-1071.00,Programming,IM,1.88,N,
29-1071.00,Programming,LV,1.12,N,N
29-1071.00,Operations Monitoring,IM,2.25,N,
29-1071.00,Operations Monitoring,LV,2,N,N
29-1071.00,Operation and Control,IM,1,N,
29-1071.00,Operation and Control,LV,0,N,Y
29-1071.00,Equipment Maintenance,IM,1,N,
29-1071.00,Equipment Maintenance,LV,0,N,Y
29-1071.00,Troubleshooting,IM,2,N,
29-1071.00,Troubleshooting,LV,1.12,N,N
29-1071.00,Repairing,IM,1,N,
29-1071.00,Repairing,LV,0,N,Y
29-1071.00,Quality Control Analysis,IM,2.38,N,
29-1071.00,Quality Control Analysis,LV,2.25,N,N
29-1071.00,Judgment and Decision Making,IM,4,N,
29-1071.00,Judgment and Decision Making,LV,4.12,N,N
29-1071.00,Systems Analysis,IM,3.12,N,
29-1071.00,Systems Analysis,LV,3.12,N,N
29-1071.00,Systems Evaluation,IM,3.25,N,
29-1071.00,Systems Evaluation,LV,3.75,N,N
29-1071.00,Time Management,IM,3.25,N,
29-1071.00,Time Management,LV,3.75,N,N
29-1071.00,Management of Financial Resources,IM,2.12,N,
29-1071.00,Management of Financial Resources,LV,1.25,N,N
29-1071.00,Management of Material Resources,IM,2.25,N,
29-1071.00,Management of Material Resources,LV,1.5,N,N
29-1071.00,Management of Personnel Resources,IM,3,N,
29-1071.00,Management of Personnel Resources,LV,3,N,N
29-1071.01,Reading Comprehension,IM,3.75,N,
29-1071.01,Reading Comprehension,LV,4.25,N,N
29-1071.01,Active Listening,IM,4,N,
29-1071.01,Active Listening,LV,3.88,N,N
29-1071.01,Writing,IM,3.12,N,
29-1071.01,Writing,LV,3.5,N,N
29-1071.01,Speaking,IM,3.62,N,
29-1071.01,Speaking,LV,3.75,N,N
29-1071.01,Mathematics,IM,2.88,N,
29-1071.01,Mathematics,LV,2.88,N,N
29-1071.01,Science,IM,3,N,
29-1071.01,Science,LV,2.88,N,N
29-1071.01,Critical Thinking,IM,3.62,N,
29-1071.01,Critical Thinking,LV,3.75,N,N
29-1071.01,Active Learning,IM,3.5,N,
29-1071.01,Active Learning,LV,3.62,N,N
29-1071.01,Learning Strategies,IM,2.88,N,
29-1071.01,Learning Strategies,LV,3.25,N,N
29-1071.01,Monitoring,IM,3.75,N,
29-1071.01,Monitoring,LV,3.88,N,N
29-1071.01,Social Perceptiveness,IM,3.12,N,
29-1071.01,Social Perceptiveness,LV,3.62,N,N
29-1071.01,Coordination,IM,3.12,N,
29-1071.01,Coordination,LV,3.5,N,N
29-1071.01,Persuasion,IM,2.5,N,
29-1071.01,Persuasion,LV,2.88,N,N
29-1071.01,Negotiation,IM,2.38,N,
29-1071.01,Negotiation,LV,2.88,N,N
29-1071.01,Instructing,IM,2.75,N,
29-1071.01,Instructing,LV,3.25,N,N
29-1071.01,Service Orientation,IM,3.25,N,
29-1071.01,Service Orientation,LV,3.5,N,N
29-1071.01,Complex Problem Solving,IM,3.12,N,
29-1071.01,Complex Problem Solving,LV,3.38,N,N
29-1071.01,Operations Analysis,IM,1.38,N,
29-1071.01,Operations Analysis,LV,1.12,Y,N
29-1071.01,Technology Design,IM,1.75,N,
29-1071.01,Technology Design,LV,1.38,N,N
29-1071.01,Equipment Selection,IM,2.38,N,
29-1071.01,Equipment Selection,LV,2.25,N,N
